pair_id	premise_slo	hypothesis_slo	premise_eng	hypothesis_eng	label
P1271	Vpliv na kakovost in učinkovitost gimnazijskega izobraževanja Splošna matura spodbuja dijake, učitelje in šole k doseganju večje učinkovitosti pouka in učenja ter višje kakovosti znanja.	Ne glede na neizpodbiten strašljiv preizkus znanja, ki čaka vsakega tako ali drugače nadobudnega dijaka, se v razredu pojavljajo t. i. prvaki, ki sotrpine spodbujajo k vzajemnemu kolektivnemu izostanku od pouka.	Impact on the quality and efficiency of grammar school education The General Baccalaureate exam encourages students, teachers and schools to achieve more efficient teaching and learning and a higher quality of knowledge.	Notwithstanding the undeniably terrifying test of knowledge that awaits every student of one ability or another, there are so-called champions in the classroom who encourage their classmates to collectively skip class together.	neutral
P1340	Gomolji so dolgo ovalni, z gladko rumeno kožico in svetlo rumenim mesom.	Občutljiv je na plesen na listih, manj na plesen na gomoljih.	The tubers are long, oval, with smooth yellow skin and light yellow flesh.	It is sensitive to leaf blight, less to tuber blight.	neutral
P1442	Oksidacijske in redukcijske reakcije vedno potekajo sočasno. • Reakcije oksidacije potekajo pri katabolizmu, kjer se zapletene spojine razgradijo v enostavnejše produkte.	Reakcije oksidacije in redukcije potekajo hkrati, pri oksidaciji, ki jo zlahka opazimo pri pojavih v naravi, gre za razgradnjo spojin na enostavnejše dele.	Oxidation and reduction reactions always take place simultaneously. - Oxidation reactions take place during catabolism, where complex compounds are broken down into simpler products.	Oxidation and reduction reactions occur simultaneously, and oxidation, which is easily observed in nature, involves the breakdown of compounds into simpler parts.	neutral
P1465	Prepovedani so vsakršna reprodukcija, distribucija, predelava in dajanje avtorskih del ali njihovih delov na voljo javnosti v tržne namene brez sklenitve ustrezne pogodbe s podjetjem Nova obzorja založništvo d.o.o.	Avtorske pravice spadajo med pravice intelektualne lastnine, so izključne narave in omejujejo uporabo avtorskega dela brez soglasja avtorja, za prenos avtorskih pravic pa morata stranki podpisati avtorsko pogodbo.	Any reproduction, distribution, modification and making available to the public for commercial purposes of the copyright works or parts thereof without the conclusion of an appropriate contract with Nova obzorja založništvo d.o.o. is prohibited.	Copyright is an intellectual property right, is exclusive and restricts the use of a copyright work without the author's consent, and requires the parties to sign a copyright agreement to transfer the copyright.	neutral
P1466	Jaz zgoraj, ampak si narediva tako, da je vedno dobro.	Zgoraj stanujem jaz, se pa trudiva, da bi nama bilo dobro.	I'm upstairs, but we make it so it's always good.	I live upstairs, but we are trying to make it work.	neutral
P1472	Nabiramo cvetoče zelišče, ki ga posušimo in uporabljamo za poparke, medtem ko liste in cvetove uporabljamo kot zelenjavo, predvsem za solate.	Zelišča so v kuhinji zelo uporabna, saj jih lahko porabimo sveža kar takoj, lahko pa jih posušimo in shranimo, tako da so primerna za uporabo še celo leto.	The flowering herb is harvested, dried and used for infusions, while the leaves and flowers are used as vegetables, especially in salads.	Herbs are very useful in the kitchen because they can be eaten fresh right away, or dried and stored so they can be used all year round.	neutral
P1486	V letošnjem letu pa se pričakuje nov Družinski zakonik, ki naj bi natančno opredelil pristojnosti za odločanje v družinsko pravnih zadevah.	Za odločanje o zadevah iz Družinskega zakonika, za katere so po tem zakoniku pristojna sodišča, so na prvi stopnji stvarno pristojna okrožna sodišča.	A new Family Code is expected later this year, which should define the precise jurisdictions for deciding family law matters.	To decide on matters under the Family Code that fall within the jurisdiction of the courts under this code, the district courts have jurisdiction in the first instance.	neutral
P1532	Po izpisu osebnih podatkov vlagatelja na vlogo za izdajo osebne izkaznice jih vlagatelj pregleda, še preden se vloga pošlje v izdelavo osebne izkaznice.	Izdaja osebne izkaznice poteka tako, da vlagatelj izpolni vlogo za izdajo osebnega dokumenta ter počaka na izdelano kartico.	After the applicant's personal data has been extracted from the ID card application, it is checked by the applicant before the application is sent for the production of the ID card.	The ID card is issued by the applicant filling in an application form and waiting for the card to be produced.	neutral
P1537	“Nobenega razloga ni bilo,“ je odgovoril princ.	Princ je potrto pripomnil, da za to ni bilo dobrega razloga.	There was no reason, replied the Prince.	The Prince remarked dejectedly that there was no good reason for this.	neutral
P1602	Tek mi prinaša notranje zadovoljstvo, pomirja me in mi daje elan ter novih moči, na kratko, postal je moj slog življenja.	Po novem zelo pogosto tečem, kar mi prinaša veliko zadovoljstva in name tudi drugače pozitivno vpliva.	Running brings me inner satisfaction, it calms me down and gives me vigour and new strength - in short, it has become my way of life.	I am now running very often, which gives me a lot of satisfaction and has other positive effects on me.	neutral
P1615	Depresivni bolniki se pogosto prebujajo prezgodaj ali sredi noči in ne morejo več zaspati.	Depresija ima na dolgi rok negativen vpliv na potek spalnega ritma, njegovo dolžino in zmožnost nočnega spanja.	Depressed patients often wake up too early or in the middle of the night and can no longer fall asleep.	Depression has a long-term negative impact on sleep rhythms, sleep duration and the ability to sleep at night.	neutral
P1651	Revija Sopotnik je namenjena potnikom, ki potujejo z vlaki Slovenskih železnic.	Za preganjanje dolgčasa potnikov so v vlake SŽ namestili revijo Sopotnik.	The Sopotnik magazine is aimed at passengers travelling on Slovenian Railways trains.	To help passengers kill boredom, SŽ trains have been equipped with Sopotnik magazine.	neutral
P1669	Pomoč staršev pri razvoju bralnih spretnosti je torej vezana predvsem na prva leta šolanja.	Otrokova zgodnja faza v razvoju bralnih sposobnosti se razvija tudi pod vplivom interakcije s starši.	Parental support for the development of reading skills is therefore mainly linked to the early years of schooling.	A child's early stage in the development of reading skills is also influenced by interaction with parents.	neutral
P1693	Nato nenadoma zaslišimo šumenje in žoburenje -- glas pravljičnega zmaja.	Iz gozda je prilomastil zmaj, pod njegovimi nogami je šumelo listje in pljuskal potok.	Then suddenly we hear a rustling and a murmuring-- the voice of the fairy dragon.	A dragon came out of the woods, leaves rustling and a stream splashing beneath his feet.	neutral
P1732	Takšnega so me torej videli: ožganega od sonca, z razmršeno grivo in z brado, pristriženo s sulico, s starikavim in negotovim spolom pod opasnikom, z mojimi starimi čevlji in mojim izgubljenim jezikom.	Takšen sem bil: zagorel, oguljen in neurejen ter star, hodil sem z veslom na rami, obut sem bil v prastare pošvedrane čevlje, bil sem bolj tih, kos blaga, ki mi je zakrival mednožje, pa je bil že star in umazan.	So that's how they saw me: sunburnt, with a dishevelled mane and a beard trimmed with a spear, with an aged and uncertain gender under my belt, with my old shoes and my lost tongue.	That's what I was: tanned, shabby, dishevelled and old, walking with a paddle on my shoulder, wearing old, run-down heels, I was a quite type and the piece of fabric that was covering my private parts was old and dirty.	neutral
P1737	Kljub temu pa tako opredeljeno vseživljenjsko učenje in izobraževanje ne obsega celotnega človekovega življenja.	Vseživljenjsko učenje in izobraževanje kljub splošnemu prepričanju ljudi ne more obsegati celotnega življenja, le avtonomno izbrana obdobja.	However, lifelong learning and education defined in this way does not cover the whole of a person's life.	Despite popular belief, lifelong learning and education cannot encompass the whole of life, but only autonomously selected periods.	neutral
P1745	Kot fusion-scission se šteje tudi operacija, pri kateri prenosna družba del svojega premoženja »združi« s celotnim premoženjem druge delujoče družbe.	Fusion-scission je termin, ki se uporablja v primeru, ko prenosna družba 50 % delež svojega premoženja spoji s kompletnim premoženjem druge aktivne družbe.	"A fusion-scission is also an operation in which a transferring company ""fuses"" part of its assets with the entire assets of another operating company."	Fusion-scission is the term used when a transferring company combines 50% of its assets with the entire assets of another active company.	neutral
P1799	Če uveljavlja tožeča stranka v tožbi zoper isto toženo stranko več zahtevkov, ki se opirajo na isto dejansko in pravno podlago, se določi pristojnost po seštevku vrednosti vseh zahtevkov.	Da ne prihaja do prevelikih zamud, so sodišča odločila, da pristojnost vseh zahtevkov tožeče stranke proti isti osebi določajo s seštevkom vrednosti vseh zahtevkov.	If the claimant brings several claims against the same defendant, based on the same factual and legal basis, jurisdiction shall be determined by adding up the value of all the claims.	To avoid excessive delays, the courts have decided to determine the jurisdiction of all claims brought by the claimant against the same person by adding up the value of all the claims.	neutral
P1833	Če je ta čas krajši od izrečene kazni, lahko sodišče odredi, da mora obsojenec prestati ostanek kazni, ali da naj bo izpuščen na pogojni odpust.	Vrhovno sodišče lahko v določenih primerih odloča, ali bo obsojenec v zaporu preživel celoten čas kazni ali bo šel pod posebnimi pogoji na prostost.	If this time is shorter than the imposed penalty, the court may order that the convicted person serves the remainder of the sentence or be released on parole.	In certain cases, the Supreme Court can decide whether a convicted person will spend the whole of his or her sentence in prison, or whether he or she will be released under special conditions.	neutral
P1852	Posodo pokrijemo in zelenjavo dušimo na močni vročini 8 minut oziroma tako dolgo, da se zmehča.	Mešanico zelenjave v posodi, ki je primerna za segrevanje, toplotno obdelujemo tako dolgo, da ni več surova.	Cover the pan and sauté the vegetables over a high heat for 8 minutes, or until tender.	Heat the vegetable mixture in a heat-safe container until it is no longer raw.	neutral
P2052	“Lady Mayfieldova, ne vem, kako naj vam to povem, ampak ...“	“Lady Mayfield, povedati vam moram neprijetno novico ...“	Lady Mayfield, I don't know how to tell you this, but ...	Lady Mayfield, I have some unpleasant news to tell you...	neutral
P2081	Leta 2008 je Matej Stare zasedel šesto, Jure Kocjan pa osmo mesto v skupnem seštevku.	Naša odlična kolesarja Matej Stare in Jure Kocjan sta po odlični sezoni zasedla šesto in osmo mesto.	In 2008, Matej Stare and Jure Kocjan finished sixth and eighth in the overall standings, respectively.	After a great season, our two excellent riders Matej Stare and Jure Kocjan came in sixth and eighth place, respectively.	neutral
P2126	Suho in toplo spomladansko vreme je bilo kot nalašč za razvoj škodljivcev.	Zaradi ugodnih vremenskih razmer se je spomladi razvilo več kot 10 novih vrst škodljivcev.	The dry and warm spring weather was perfect for pest development.	More than 10 new pest species developed in spring due to favourable weather conditions.	neutral
P2150	Skice prikazujejo smer vrtenja Zemlje (Z) in smer kroženja Lune (L) okrog Zemlje.	Luna je Zemljin naravni satelit, zato je na skici tudi narisana.	The sketches show the direction of the Earth's rotation (E) and the direction of the Moon's orbital motion (M) around the Earth.	The Moon is the Earth's natural satellite, which is why it is drawn on the sketch.	neutral
P2216	Na levem kraju je bel lanen trak za zavezovanje, na desnem je odtrgan.”	Beli laneni trak lahko vsak odtrga in odnese domov, nekdo ga je vzel le z desnega kraja.	"On the left is a white linen ribbon, on the right it is torn off."""	Anyone can tear off the white linen ribbon and take it home, but someone took it off only from the right end.	neutral
P2289	“Je kdo doma?“ je vprašal Ray, a ne preglasno.	“Je kdo doma?“ je previdno vprašal Ray, upajoč, da je hiša prazna.	Is anyone home? Ray asked, but not too loudly.	Is anyone home? Ray asked cautiously, hoping the house was empty.	neutral
P2328	Slovensko stalno gledališče vabi na predstavitev repertoarja za sezono 2010-2011	Repertoar za sezono 2010-2011 gledališča v Trstu bo kmalu znan.	The Slovenian Permanent Theatre invites you to the presentation of the repertoire for the 2010-2011 season	The repertoire for the 2010-2011 season of the theatre in Trieste will be announced soon.	neutral
P2352	Ana je 15-letno komunikativno in splošno razgledano dekle.	O izobraženosti Ane, ki jih šteje 15, ni dvoma, o osebnosti pa so različnih mnenj.	Ana is a 15-year-old communicative and well-read girl.	There is no doubt about Ana's education, who is 15 years of age, but there are different opinions about her personality.	neutral
P2370	Tik pred serviranjem kruhke okrasimo še z rezinami svežega paradižnika in zelenim peteršiIjem.	Za okusnost jedi je pomemben njen izgled, zato tudi kruhke pred postrežbo okrasimo.	Right before serving, garnish the bread slices with fresh tomato slices and green parsley.	The appearance of a dish is important for its tastiness, so the bread slices should be decorated before serving.	neutral
P2427	Dostop do prostorov za pridržanje CPL je preko parkirnega prostora mimo PP Ljubljana Moste z intervencijskim vozilom.	Poskrbljeno je, da intervencijska vozila lahko dostopajo do prostorov za pridržanje CPL.	Access to the CPL detention facilities is via the parking area past PP Ljubljana Moste with an intervention vehicle.	Arrangements are made for intervention vehicles to access CPL detention facilities.	neutral
P2472	Poročila o sanjah po prebuditvi iz spanja REM so običajno daljša, bolj čustvena in običajno niso neposredno povezana z našim vsakdanjim življenjem ali dogodki, ki so se nam zgodili pred kratkim.	Sanje, ki jih posameznik sanja med spanjem REM, se razlikujejo po intenzivnosti, dolžini in povezanosti z vsakdanjim življenjem osebe.	Reports of dreams after waking from REM sleep are usually longer, more emotional and usually not directly related to our daily lives or events that have happened recently.	The dreams that a person dreams during REM sleep vary in intensity, length and relevance to the person's daily life.	neutral
P2541	»Tudi sam se strinjam s tem,« se je vmešal še ded Šravf.	Deda Šravf je dejal: »Meni je prav, zaradi mene gremo lahko že jutri na morje.«	I agree with that, Grandpa Šravf interjected.	"Gradnpa Šravf said, ""It's fine by me, I'm the reason we can go to the sea tomorrow."""	neutral
P2545	Vsaj po tem se razlikujem od drugih, ki si jih poznala.	Vsaj hinavska nisem, kot vsi tvoji bivši prijatelji in znanci.	At least that's how I differ from the others you've known.	At least I'm not hypocritical, like all your former friends and acquaintances.	neutral
P2549	S kartico OMV EuroTruck Card lahko vi in vaši vozniki brez gotovine nabavljate gorivo po vsej Evropi.	Vašemu podjetju zelo priporočamo nakup OMV EuroTruck karice, ki vam bo olajšala tranzit preko evropske celine.	With the OMV EuroTruck Card, you and your drivers can buy fuel across Europe without cash.	We highly recommend your company to purchase an OMV EuroTruck to facilitate your transit across the European continent.	neutral
P2599	Največji svetovni izvoznik matičnega mlečka je Kitajska (pridela ga več deset ton na leto), največji potrošnik na svetu pa Japonska.	Kitajski izvoz matičnega mlečka prinaša letno zelo visok dohodek, Japonska ga ne izvaža in zato prihodek dobi drugje.	China is the world's largest exporter of royal jelly (producing tens of tonnes a year) and Japan is the world's largest consumer.	Chinese exports of royal jelly bring in a very high annual income, but Japan does not export it and therefore gets its income elsewhere.	neutral
P2613	Na desno se po večini svojih socialnih in kulturnoantropoloških pogledov uvrščata tradicionalistično konservativni Slovenska ljudska stranka in Nova Slovenija.	Na desni strani parlamenta lahko pričakujemo SLS in NSi, na levi SD in Levico.	On the right, the parties Slovenska ljudska stranka and Nova Slovenija are the most socially and culturally anthropologically conservative parties.	On the right side of the Parliament we can expect SLS and NSi, on the left SD and Levica.	neutral
P2767	S tem sklepom je bilo vprašanje veljavnosti diplom že leta 2008 zaključeno in naknadna vložitev kazenskih ovadb, ki sledi drugim ciljem, nima nikakršnega vpliva in pravnega učinka.	Sklep je kljub dolgotrajnemu procesu uspel leta 2008 doseči pravno veljavnost, z njim pa so bila razrešena tudi vsa vprašanja v zvezi z veljavnostjo diplomskih potrdil, zato kazenske ovadbe niso smiselne.	This decision already closed the issue of the validity of diplomas in 2008 and the subsequent filing of criminal charges pursuing other objectives has no impact and no legal effect.	Despite a lengthy process, the decision was legally valid in 2008 and resolved all issues related to the validity of the diplomas, so there is no point in bringing criminal charges.	neutral
P2811	PREPOVEDANI SO TUDI POSLI ZA RAČUN KOGA TRETJEGA, KAR JE SEVEDA TREBA DOKAZATI.	Posli v poslovnem dialogu se sklepajo med predstavniki strani tudi o takšnih zadevah, ki niso osebne narave.	IT IS ALSO FORBIDDEN TO DO BUSINESS ON BEHALF OF A THIRD PARTY, WHICH MUST, OF COURSE, BE PROVEN.	Business dialogue deals are also concluded between representatives of the parties on matters that are not of a personal nature.	neutral
P2823	Vprašal je, kakšen je bil Heatherin fant, se je spomnila.	Na misel ji je prišlo, da je poizvedoval o lastnostih Heatherinega partnerja.	He asked what Heather's boyfriend was like, she remembered.	It occurred to her that he had made enquiries about the characteristics of Heather's partner.	neutral
P3133	Podrobnejša določila o številu otrok, vključenih v oddelke, določi minister, pristojen za predšolsko vzgojo.	Število otrok v oddelku prvega starostnega obdobja ne sme presegati 12 otrok, v oddelku drugega starostnega obdobja pa 22 otrok.	More detailed rules on the number of children enrolled in the units are set by the minister responsible for early childhood education.	The number of children in a section of the first age group may not exceed 12 children, and the number of children in a section of the second age group may not exceed 22 children.	neutral
P3214	Mislim, da ste tudi novinarji izčrpani na festivalih, prav tako kot sem jaz.	Glasbeni festivali morajo biti, tako kot zame, utrujajoči tudi za vas, novinarje.	I think you journalists are also exhausted by festivals, just like me.	Music festivals must be exhausting for you, journalists, as they are for me.	neutral
P3319	Izvajalci, ki so zaposleni na Univerzi v Mariboru, uredijo potni nalog na svojem matičnem visokošolskem zavodu, stroške si visokošolska zavoda medsebojno poračunata.	Zakon o visokem šolstvu določa tudi pravila glede urejanja potnih nalogov v primeru, da visokošolski delavec dela na več visokošolskih zavodih.	Staff members employed by the University of Maribor shall arrange the travel order at their home higher education institution and the costs shall be settled between the two higher education institutions.	The Higher Education Act also lays down rules on travel orders if a higher education worker works at several higher education institutions.	neutral
P3368	Napetega in mrkega obraza je pogledal Liz, ki si je s prtičkom brisala oči.	Pogled na znano stvar v njenih rokah mu je vzbudil najrazličnejša čustva.	He looked at Liz, who was wiping her eyes with a napkin, her face tense and grim.	The sight of a familiar thing in her hands evoked all sorts of emotions in him.	neutral
P3381	V vročih in soparnih poletnih dneh je vsaka morska osvežitev zelo dobrodošla.	Nekateri trdijo, da vlaga in sopara na počutje ljudi poleti nimata učinka.	On hot and steamy summer days, any sea refreshment is very welcome.	Some argue that humidity and steam have no effect on people's well-being in summer.	neutral
P3412	Življenje na podeželju ima svoje posebnosti, ni enako mestnemu.	Kdor pozimi prebiva na vasi, opazi, da se življenje tam nekoliko razlikuje od mestnega.	Life in the countryside has its own peculiarities, it is not the same as life in the city.	Anyone who lives in the countryside in winter will notice that life there is a little different from life in the city.	neutral
P3451	Tanja je dvignila glavo in ga pogledala s solznimi očmi.	Ko je izvedela za njegovo prevaro, so njene oči zalile solze; namenila mu je očitajoč pogled.	Tanja raised her head and looked at him with teary eyes.	When she learned of his deception, tears welled up in her eyes; she gave him a reproachful look.	neutral
P3472	Langdon je previdno sedel na stol, ki ga je prekrivala slana.	Langdon je v mraku opazil stol, ki je bil zaradi zmrzali prekrit s slano, in počasi sedel.	Langdon sat carefully on a chair covered with frost.	Langdon noticed a chair in the darkness, which was covered in ice from the frost, and slowly sat down.	neutral
P3488	Strokovno ravnanje utemeljuje na osnovi sodobnih teoretičnih izhodišč in praktičnega dela z otroki.	Svoje strokovno ravnanje je argumentiral preko teoretičnih izhodišč najnovejših raziskav in preko lastne prakse dela z najmlajšimi.	He bases his professional conduct on up-to-date theoretical foundations and practical work with children.	He argued his professional conduct on the basis of the theoretical underpinnings of the latest research and his own practice working with young children.	neutral
P3542	Zahvaljujejo se mi za neštete milosti, ki jim jih vsak dan dajem.	Bog je povedal ljudstvu, da se mu verniki vsak dan zahvalijo za vse malenkosti, ki jim jih poklanja.	They thank me for the countless graces I give them every day.	God told the people that the believers thank Him every day for all the little things He bestows on them.	neutral
